lambda_um,eta,V,delta_phi
1.530000000000000027e+00,6.197267615486089509e-01,8.915427417137354871e-01,-2.171553898755080869e+00
1.530999999999999917e+00,6.199214614257502198e-01,8.912089115688621721e-01,-2.171553898755080869e+00
1.532000000000000028e+00,6.200980554500271635e-01,8.909057585157265091e-01,-2.171553898755080869e+00
1.532999999999999918e+00,6.202565012072507322e-01,8.906334631846198890e-01,-2.171553898755080869e+00
1.534000000000000030e+00,6.203957951257306203e-01,8.903938494006881088e-01,-2.171553898755080869e+00
1.534999999999999920e+00,6.205158968074235837e-01,8.901870762968301376e-01,-2.171553898755080869e+00
1.536000000000000032e+00,6.206161011735960020e-01,8.900144363090870536e-01,-2.171553898755080869e+00
1.536999999999999700e+00,6.206960654963850077e-01,8.898765871743239408e-01,-2.171553898755080869e+00
1.538000000000000034e+00,6.207552635620142700e-01,8.897744907484342880e-01,-2.171553898755080869e+00
1.538999999999999924e+00,6.207931996235750427e-01,8.897090434929019187e-01,-2.171553898755080869e+00
1.540000000000000036e+00,6.208094031393881496e-01,8.896810843200642083e-01,-2.171553898755080869e+00
1.540999999999999925e+00,6.208033652907163358e-01,8.896915029719483226e-01,-2.171553898755080869e+00
1.542000000000000259e+00,6.207745949665293139e-01,8.897411422309521312e-01,-2.171553898755080869e+00
1.542999999999999927e+00,6.207225242332579107e-01,8.898309597224343115e-01,-2.171553898755080869e+00
1.544000000000000039e+00,6.206466724333082885e-01,8.899617434478950262e-01,-2.171553898755080869e+00
1.544999999999999929e+00,6.205466418477556534e-01,8.901341182207039848e-01,-2.171553898755080869e+00
1.546000000000000041e+00,6.204217677009780108e-01,8.903491473458463590e-01,-2.171553898755080869e+00
1.546999999999999931e+00,6.202715752815377570e-01,8.906075431753922578e-01,-2.171553898755080869e+00
1.548000000000000043e+00,6.200955860071448722e-01,8.909100001305731986e-01,-2.171553898755080869e+00
1.548999999999999932e+00,6.198931869823833818e-01,8.912574169494534848e-01,-2.171553898755080869e+00
1.550000000000000044e+00,6.196639832777933732e-01,8.916502900536961151e-01,-2.171553898755080869e+00
1.550999999999999934e+00,6.194072960487805313e-01,8.920895728615050313e-01,-2.171553898755080869e+00
1.552000000000000046e+00,6.191227185209295936e-01,8.925757209578025764e-01,-2.171553898755080869e+00
1.552999999999999936e+00,6.188096444788394601e-01,8.931094976089199999e-01,-2.171553898755080869e+00
1.554000000000000048e+00,6.184675165276023456e-01,8.936915464979191537e-01,-2.171553898755080869e+00
1.554999999999999716e+00,6.180959644996169011e-01,8.943221558587912678e-01,-2.171553898755080869e+00
1.556000000000000050e+00,6.176941959924437953e-01,8.950022908882305783e-01,-2.171553898755080869e+00
1.556999999999999940e+00,6.172619624045350140e-01,8.957319533599003014e-01,-2.171553898755080869e+00
1.558000000000000052e+00,6.167987653888181709e-01,8.965115262290378473e-01,-2.171553898755080869e+00
1.558999999999999719e+00,6.163038228797815821e-01,8.973418221670812489e-01,-2.171553898755080869e+00
1.560000000000000053e+00,6.157770333779616356e-01,8.982224635980464722e-01,-2.171553898755080869e+00
1.560999999999999943e+00,6.152176937682285462e-01,8.991540324000775186e-01,-2.171553898755080869e+00
1.562000000000000055e+00,6.146256103300354878e-01,9.001362092397049430e-01,-2.171553898755080869e+00
1.562999999999999945e+00,6.139998799060966128e-01,9.011697974747989726e-01,-2.171553898755080869e+00
1.564000000000000057e+00,6.133406005566542918e-01,9.022538881992071547e-01,-2.171553898755080869e+00
1.564999999999999947e+00,6.126469492101149772e-01,9.033890343640270659e-01,-2.171553898755080869e+00
